Symbol,Name,Country,Sector,Industry
NRACU,Noble Rock Acquisition Corporation Unit,United States,Finance,Business Services
NRACW,Noble Rock Acquisition Corporation Warrant,United States,Finance,Business Services
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),United States,Technology,Computer Software: Prepackaged Software
NRDS,NerdWallet Inc. Class A Common Stock,United States,Finance,Advertising
NRDY,Nerdy Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NRG,NRG Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
NRIM,Northrim BanCorp Inc Common Stock,United States,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,"Nuveen New York AMT-Free Quality Municipal Income Fund ",United States,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,United States,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,United States,Energy,Coal Mining
NRT,North European Oil Royality Trust Common Stock,United States,Energy,Oil & Gas Production
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NSC,Norfolk Southern Corporation Common Stock,United States,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,United States,Technology,EDP Services
NSL,Nuveen Senior Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NSP,Insperity Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
NSPR,InspireMD Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Technology,Security Systems Services
NSTG,NanoString Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp Inc. Common Stock,United States,Finance,Major Banks
NSYS,Nortech Systems Incorporated Common Stock,United States,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,United States,Technology,Electronic Components
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Bermuda,Finance,Commercial Banks
NTCT,NetScout Systems Inc. Common Stock,United States,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,China,Consumer Discretionary,Recreational Games/Products/Toys
NTGR,NETGEAR Inc. Common Stock,United States,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,United States,Industrials,Major Chemicals
NTIP,Network-1 Technologies Inc. Common Stock,United States,Technology,Interactive Media
NTLA,Intellia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,United States,Technology,EDP Services
NTRA,Natera Inc. Common Stock,United States,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NTRBW,Nutriband Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NTST,NetSTREIT Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,United States,Technology,Computer Software: Prepackaged Software
NTZ,Natuzzi S.p.A.,Italy,Consumer Discretionary,Home Furnishings
NUBIU,Nubia Brand International Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
NUBIW,Nubia Brand International Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
NUE,Nucor Corporation Common Stock,United States,Industrials,Steel/Iron Ore
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
NURO,NeuroMetrix Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,United States,Health Care,Other Pharmaceuticals
NUTX,Nutex Health Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NUV,Nuveen Municipal Value Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NUVA,NuVasive Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NUVB,Nuvation Bio Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,United States,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
NVAC,NorthView Acquisition Corporation Common Stock,United States,Industrials,Consumer Electronics/Appliances
NVACW,NorthView Acquisition Corporation Warrant,United States,Industrials,Consumer Electronics/Appliances
NVAX,Novavax Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,Jersey,Health Care,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
NVDA,NVIDIA Corporation Common Stock,United States,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,United States,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,United States,Consumer Discretionary,Military/Government/Technical
NVFY,Nova Lifestyle Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
NVG,"Nuveen AMT-Free Municipal Credit Income Fund ",United States,Finance,Investment Managers
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Isle of Man,Consumer Discretionary,Marine Transportation
NVIV,InVivo Therapeutics Holdings Corp Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVMI,Nova Ltd. Ordinary Shares,Israel,Technology,Electronic Components
NVNO,enVVeno Medical Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
NVNOW,enVVeno Medical Corporation Warrants,United States,Health Care,Medical/Dental Instruments
NVO,Novo Nordisk A/S Common Stock,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
NVOS,Novo Integrated Sciences Inc. Common Stock,United States,Health Care,Assisted Living Services
NVR,NVR Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
NVRO,Nevro Corp. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVS,Novartis AG Common Stock,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
NVSA,New Vista Acquisition Corp Class A Ordinary Shares,United States,Finance,Business Services
NVSAU,New Vista Acquisition Corp Unit,United States,Finance,Business Services
NVSAW,"New Vista Acquisition Corp. Warrant ",United States,Finance,Business Services
NVTA,Invitae Corporation Common Stock,United States,Health Care,Medical Specialities
NVTS,Navitas Semiconductor Corporation Common Stock,United States,Technology,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,China,Energy,Oil Refining/Marketing
NVVEW,Nuvve Holding Corp. Warrant,China,Energy,Oil Refining/Marketing
NVX,NOVONIX Limited American Depository Shares,Australia,Finance,Investment Managers
NWBI,Northwest Bancshares Inc. Common Stock,United States,Finance,Major Banks
NWE,NorthWestern Corporation Common Stock,United States,Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,United States,Finance,Major Banks
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),United Kingdom,Finance,Commercial Banks
NWL,Newell Brands Inc. Common Stock,United States,Industrials,Plastic Products
NWLI,National Western Life Group Inc. Class A Common Stock,United States,Finance,Life Insurance
NWN,Northwest Natural Holding Company Common Stock,United States,Utilities,Oil/Gas Transmission
NWPX,Northwest Pipe Company Common Stock,United States,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,United States,Consumer Discretionary,Movies/Entertainment
NWSA,News Corporation Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,United States,Finance,Investment Managers
NXGL,NexGel Inc Common Stock,United States,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,United States,Health Care,Medical/Dental Instruments
NXGN,NextGen Healthcare Inc. Common Stock,United States,Health Care,Managed Health Care
NXJ,"Nuveen New Jersey Qualified Municipal Fund ",United States,Finance,Finance/Investors Services
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,Technology,Semiconductors
NXPL,NextPlat Corp Common Stock,United States,Technology,Computer Software: Prepackaged Software
NXPLW,NextPlat Corp Warrants,United States,Technology,Computer Software: Prepackaged Software
NXRT,NexPoint Residential Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NXST,Nexstar Media Group Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
NXTC,NextCure Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NXTP,NextPlay Technologies Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
NYCB,New York Community Bancorp Inc. Common Stock,United States,Finance,Banks
NYMT,New York Mortgage Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,Real Estate,Real Estate Investment Trusts
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,Real Estate,Real Estate Investment Trusts
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),Canada,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NYT,New York Times Company (The) Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
NZF,"Nuveen Municipal Credit Income Fund ",United States,Finance,Finance Companies
O,Realty Income Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
OB,Outbrain Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
OBLG,Oblong Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
OBNK,Origin Bancorp Inc. Common Stock,United States,Finance,Commercial Banks
OBSV,ObsEva SA Ordinary Shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
OBT,Orange County Bancorp Inc. Common Stock,United States,Finance,Major Banks
OCAX,OCA Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
OCAXU,OCA Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
OCAXW,OCA Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
OCC,Optical Cable Corporation Common Stock,United States,Industrials,Telecommunications Equipment
OCCI,OFS Credit Company Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,United States,Finance,Trusts Except Educational Religious and Charitable
OCCIO,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,United States,Finance,Trusts Except Educational Religious and Charitable
OCFC,OceanFirst Financial Corp. Common Stock,United States,Finance,Savings Institutions
OCFCP,OceanFirst Financial Corp. Depositary Shares,United States,Finance,Savings Institutions
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,China,Technology,Computer Software: Programming Data Processing
OCG,Oriental Culture Holding LTD Ordinary Shares,China,Consumer Discretionary,Other Consumer Services
OCGN,Ocugen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCN,Ocwen Financial Corporation NEW Common Stock,United States,Finance,Finance: Consumer Services
OCSL,Oaktree Specialty Lending Corporation Common Stock,United States,Finance,Finance: Consumer Services
